Step,AgentID,Wealth
1,250,38000.0
1,251,38000.0
1,252,38000.0
1,253,38000.0
1,254,38000.0
1,255,38000.0
1,256,38000.0
1,257,38000.0
1,258,38000.0
1,259,38000.0
1,260,38000.0
1,261,38000.0
1,262,38000.0
1,263,38000.0
1,264,38000.0
1,265,38000.0
1,266,38000.0
1,267,38000.0
1,268,38000.0
1,269,38000.0
1,270,38000.0
1,271,38000.0
1,272,38000.0
1,273,38000.0
1,274,38000.0
1,275,38000.0
1,276,38000.0
1,277,38000.0
1,278,38000.0
1,279,38000.0
1,280,38000.0
1,281,38000.0
1,282,38000.0
1,283,38000.0
1,284,38000.0
1,285,38000.0
1,286,38000.0
1,287,38000.0
1,288,38000.0
1,289,38000.0
1,290,38000.0
1,291,38000.0
1,292,38000.0
1,293,38000.0
1,294,38000.0
1,295,38000.0
1,296,38000.0
1,297,38000.0
1,298,38000.0
1,299,38000.0
1,300,38000.0
1,301,38000.0
1,302,38000.0
1,303,38000.0
1,304,38000.0
1,305,38000.0
1,306,38000.0
1,307,38000.0
1,308,38000.0
1,309,38000.0
1,310,38000.0
1,311,38000.0
1,312,38000.0
1,313,38000.0
1,314,38000.0
1,315,38000.0
1,316,38000.0
1,317,38000.0
1,318,38000.0
1,319,38000.0
1,320,38000.0
1,321,38000.0
1,322,38000.0
1,323,38000.0
1,324,38000.0
1,325,38000.0
1,326,38000.0
1,327,38000.0
1,328,38000.0
1,329,38000.0
1,330,38000.0
1,331,38000.0
1,332,38000.0
1,333,38000.0
1,334,38000.0
1,335,38000.0
1,336,38000.0
1,337,38000.0
1,338,38000.0
1,339,38000.0
1,340,38000.0
1,341,38000.0
1,342,38000.0
1,343,38000.0
1,344,38000.0
1,345,38000.0
1,346,38000.0
1,347,38000.0
1,348,38000.0
1,349,38000.0
1,350,38000.0
1,351,38000.0
1,352,38000.0
1,353,38000.0
1,354,38000.0
1,355,38000.0
1,356,38000.0
1,357,38000.0
1,358,38000.0
1,359,38000.0
1,360,38000.0
1,361,38000.0
1,362,38000.0
1,363,38000.0
1,364,38000.0
1,365,38000.0
1,366,38000.0
1,367,38000.0
1,368,38000.0
1,369,38000.0
1,370,38000.0
1,371,38000.0
1,372,38000.0
1,373,38000.0
1,374,38000.0
1,375,38000.0
1,376,38000.0
1,377,38000.0
1,378,38000.0
1,379,38000.0
1,380,38000.0
1,381,38000.0
1,382,38000.0
1,383,38000.0
1,384,38000.0
1,385,38000.0
1,386,38000.0
1,387,38000.0
1,388,38000.0
1,389,38000.0
1,390,38000.0
1,391,38000.0
1,392,38000.0
1,393,38000.0
1,394,38000.0
1,395,38000.0
1,396,38000.0
1,397,38000.0
1,398,38000.0
1,399,38000.0
1,400,38000.0
1,401,38000.0
1,402,38000.0
1,403,38000.0
1,404,38000.0
1,405,38000.0
1,406,38000.0
1,407,38000.0
1,408,38000.0
1,409,38000.0
1,410,38000.0
1,411,38000.0
1,412,38000.0
1,413,38000.0
1,414,38000.0
1,415,38000.0
1,416,38000.0
1,417,38000.0
1,418,38000.0
1,419,38000.0
1,420,38000.0
1,421,38000.0
1,422,38000.0
1,423,38000.0
1,424,38000.0
1,425,38000.0
1,426,38000.0
1,427,38000.0
1,428,38000.0
1,429,38000.0
1,430,38000.0
1,431,38000.0
1,432,38000.0
1,433,38000.0
1,434,38000.0
1,435,38000.0
1,436,38000.0
1,437,38000.0
1,438,38000.0
1,439,38000.0
1,440,38000.0
1,441,38000.0
1,442,38000.0
1,443,38000.0
1,444,38000.0
1,445,38000.0
1,446,38000.0
1,447,38000.0
1,448,38000.0
1,449,38000.0
1,450,38000.0
1,451,38000.0
1,452,38000.0
1,453,38000.0
1,454,38000.0
1,455,38000.0
1,456,38000.0
1,457,38000.0
1,458,38000.0
1,459,38000.0
1,460,38000.0
1,461,38000.0
1,462,38000.0
1,463,38000.0
1,464,38000.0
1,465,38000.0
1,466,38000.0
1,467,38000.0
1,468,38000.0
1,469,38000.0
1,470,38000.0
1,471,38000.0
1,472,38000.0
1,473,38000.0
1,474,38000.0
1,475,38000.0
1,476,38000.0
1,477,38000.0
1,478,38000.0
1,479,38000.0
1,480,38000.0
1,481,38000.0
1,482,38000.0
1,483,38000.0
1,484,38000.0
1,485,38000.0
1,486,38000.0
1,487,38000.0
1,488,38000.0
1,489,38000.0
1,490,38000.0
1,491,38000.0
1,492,38000.0
1,493,38000.0
1,494,38000.0
1,495,38000.0
1,496,38000.0
1,497,38000.0
1,498,38000.0
1,499,38000.0
1,500,38000.0
1,501,38000.0
1,502,38000.0
1,503,38000.0
1,504,38000.0
1,505,38000.0
1,506,38000.0
1,507,38000.0
1,508,38000.0
1,509,38000.0
1,510,38000.0
1,511,38000.0
1,512,38000.0
1,513,38000.0
1,514,38000.0
1,515,38000.0
1,516,38000.0
1,517,38000.0
1,518,38000.0
1,519,38000.0
1,520,38000.0
1,521,38000.0
1,522,38000.0
1,523,38000.0
1,524,38000.0
1,525,38000.0
1,526,38000.0
1,527,38000.0
1,528,38000.0
1,529,38000.0
1,530,38000.0
1,531,38000.0
1,532,38000.0
1,533,38000.0
1,534,38000.0
1,535,38000.0
1,536,38000.0
1,537,38000.0
1,538,38000.0
1,539,38000.0
1,540,38000.0
1,541,38000.0
1,542,38000.0
1,543,38000.0
1,544,38000.0
1,545,38000.0
1,546,38000.0
1,547,38000.0
1,548,38000.0
1,549,38000.0
1,550,38000.0
1,551,38000.0
1,552,38000.0
1,553,38000.0
1,554,38000.0
1,555,38000.0
1,556,38000.0
1,557,38000.0
1,558,38000.0
1,559,38000.0
1,560,38000.0
1,561,38000.0
1,562,38000.0
1,563,38000.0
1,564,38000.0
1,565,38000.0
1,566,38000.0
1,567,38000.0
1,568,38000.0
1,569,38000.0
1,570,38000.0
1,571,38000.0
1,572,38000.0
1,573,38000.0
1,574,38000.0
1,575,38000.0
1,576,38000.0
1,577,38000.0
1,578,38000.0
1,579,38000.0
1,580,38000.0
1,581,38000.0
1,582,38000.0
1,583,38000.0
1,584,38000.0
1,585,38000.0
1,586,38000.0
1,587,38000.0
1,588,38000.0
1,589,38000.0
1,590,38000.0
1,591,38000.0
1,592,38000.0
1,593,38000.0
1,594,38000.0
1,595,38000.0
1,596,38000.0
1,597,38000.0
1,598,38000.0
1,599,38000.0
1,600,38000.0
1,601,38000.0
1,602,38000.0
1,603,38000.0
1,604,38000.0
1,605,38000.0
1,606,38000.0
1,607,38000.0
1,608,38000.0
1,609,38000.0
1,610,38000.0
1,611,38000.0
1,612,38000.0
1,613,38000.0
1,614,38000.0
1,615,38000.0
1,616,38000.0
1,617,38000.0
1,618,38000.0
1,619,38000.0
1,620,38000.0
1,621,38000.0
1,622,38000.0
1,623,38000.0
1,624,38000.0
1,625,38000.0
1,626,38000.0
1,627,38000.0
1,628,38000.0
1,629,38000.0
1,630,38000.0
1,631,38000.0
1,632,38000.0
1,633,38000.0
1,634,38000.0
1,635,38000.0
1,636,38000.0
1,637,38000.0
1,638,38000.0
1,639,38000.0
1,640,38000.0
1,641,38000.0
1,642,38000.0
1,643,38000.0
1,644,38000.0
1,645,38000.0
1,646,38000.0
1,647,38000.0
1,648,38000.0
1,649,38000.0
1,650,38000.0
1,651,38000.0
1,652,38000.0
1,653,38000.0
1,654,38000.0
1,655,38000.0
1,656,38000.0
1,657,38000.0
1,658,38000.0
1,659,38000.0
1,660,38000.0
1,661,38000.0
1,662,38000.0
1,663,38000.0
1,664,38000.0
1,665,38000.0
1,666,38000.0
1,667,38000.0
1,668,38000.0
1,669,38000.0
1,670,38000.0
1,671,38000.0
1,672,38000.0
1,673,38000.0
1,674,38000.0
1,675,38000.0
1,676,38000.0
1,677,38000.0
1,678,38000.0
1,679,38000.0
1,680,38000.0
1,681,38000.0
1,682,38000.0
1,683,38000.0
1,684,38000.0
1,685,38000.0
1,686,38000.0
1,687,38000.0
1,688,38000.0
1,689,38000.0
1,690,38000.0
1,691,38000.0
1,692,38000.0
1,693,38000.0
1,694,38000.0
1,695,38000.0
1,696,38000.0
1,697,38000.0
1,698,38000.0
1,699,38000.0
1,700,38000.0
1,701,38000.0
1,702,38000.0
1,703,38000.0
1,704,38000.0
1,705,38000.0
1,706,38000.0
1,707,38000.0
1,708,38000.0
1,709,38000.0
1,710,38000.0
1,711,38000.0
1,712,38000.0
1,713,38000.0
1,714,38000.0
1,715,38000.0
1,716,38000.0
1,717,38000.0
1,718,38000.0
1,719,38000.0
1,720,38000.0
1,721,38000.0
1,722,38000.0
1,723,38000.0
1,724,38000.0
1,725,38000.0
1,726,38000.0
1,727,38000.0
1,728,38000.0
1,729,38000.0
1,730,38000.0
1,731,38000.0
1,732,38000.0
1,733,38000.0
1,734,38000.0
1,735,38000.0
1,736,38000.0
1,737,38000.0
1,738,38000.0
1,739,38000.0
1,740,38000.0
1,741,38000.0
1,742,38000.0
1,743,38000.0
1,744,38000.0
1,745,38000.0
1,746,38000.0
1,747,38000.0
1,748,38000.0
1,749,38000.0
1,750,38000.0
1,751,38000.0
1,752,38000.0
1,753,38000.0
1,754,38000.0
1,755,38000.0
1,756,38000.0
1,757,38000.0
1,758,38000.0
1,759,38000.0
1,760,38000.0
1,761,38000.0
1,762,38000.0
1,763,38000.0
1,764,38000.0
1,765,38000.0
1,766,38000.0
1,767,38000.0
1,768,38000.0
1,769,38000.0
1,770,38000.0
1,771,38000.0
1,772,38000.0
1,773,38000.0
1,774,38000.0
1,775,38000.0
1,776,38000.0
1,777,38000.0
1,778,38000.0
1,779,38000.0
1,780,38000.0
1,781,38000.0
1,782,38000.0
1,783,38000.0
1,784,38000.0
1,785,38000.0
1,786,38000.0
1,787,38000.0
1,788,38000.0
1,789,38000.0
1,790,38000.0
1,791,38000.0
1,792,38000.0
1,793,38000.0
1,794,38000.0
1,795,38000.0
1,796,38000.0
1,797,38000.0
1,798,38000.0
1,799,38000.0
1,800,38000.0
1,801,38000.0
1,802,38000.0
1,803,38000.0
1,804,38000.0
1,805,38000.0
1,806,38000.0
1,807,38000.0
1,808,38000.0
1,809,38000.0
1,810,38000.0
1,811,38000.0
1,812,38000.0
1,813,38000.0
1,814,38000.0
1,815,38000.0
1,816,38000.0
1,817,38000.0
1,818,38000.0
1,819,38000.0
1,820,38000.0
1,821,38000.0
1,822,38000.0
1,823,38000.0
1,824,38000.0
1,825,38000.0
1,826,38000.0
1,827,38000.0
1,828,38000.0
1,829,38000.0
1,830,38000.0
1,831,38000.0
1,832,38000.0
1,833,38000.0
1,834,38000.0
1,835,38000.0
1,836,38000.0
1,837,38000.0
1,838,38000.0
1,839,38000.0
1,840,38000.0
1,841,38000.0
1,842,38000.0
1,843,38000.0
1,844,38000.0
1,845,38000.0
1,846,38000.0
1,847,38000.0
1,848,38000.0
1,849,38000.0
1,850,38000.0
1,851,38000.0
1,852,38000.0
1,853,38000.0
1,854,38000.0
1,855,38000.0
1,856,38000.0
1,857,38000.0
1,858,38000.0
1,859,38000.0
1,860,38000.0
1,861,38000.0
1,862,38000.0
1,863,38000.0
1,864,38000.0
1,865,38000.0
1,866,38000.0
1,867,38000.0
1,868,38000.0
1,869,38000.0
1,870,38000.0
1,871,38000.0
1,872,38000.0
1,873,38000.0
1,874,38000.0
1,875,38000.0
1,876,38000.0
1,877,38000.0
1,878,38000.0
1,879,38000.0
1,880,38000.0
1,881,38000.0
1,882,38000.0
1,883,38000.0
1,884,38000.0
1,885,38000.0
1,886,38000.0
1,887,38000.0
1,888,38000.0
1,889,38000.0
1,890,38000.0
1,891,38000.0
1,892,38000.0
1,893,38000.0
1,894,38000.0
1,895,38000.0
1,896,38000.0
1,897,38000.0
1,898,38000.0
1,899,38000.0
1,900,38000.0
1,901,38000.0
1,902,38000.0
1,903,38000.0
1,904,38000.0
1,905,38000.0
1,906,38000.0
1,907,38000.0
1,908,38000.0
1,909,38000.0
1,910,38000.0
1,911,38000.0
1,912,38000.0
1,913,38000.0
1,914,38000.0
1,915,38000.0
1,916,38000.0
1,917,38000.0
1,918,38000.0
1,919,38000.0
1,920,38000.0
1,921,38000.0
1,922,38000.0
1,923,38000.0
1,924,38000.0
1,925,38000.0
1,926,38000.0
1,927,38000.0
1,928,38000.0
1,929,38000.0
1,930,38000.0
1,931,38000.0
1,932,38000.0
1,933,38000.0
1,934,38000.0
1,935,38000.0
1,936,38000.0
1,937,38000.0
1,938,38000.0
1,939,38000.0
1,940,38000.0
1,941,38000.0
1,942,38000.0
1,943,38000.0
1,944,38000.0
1,945,38000.0
1,946,38000.0
1,947,38000.0
1,948,38000.0
1,949,38000.0
1,950,38000.0
1,951,38000.0
1,952,38000.0
1,953,38000.0
1,954,38000.0
1,955,38000.0
1,956,38000.0
1,957,38000.0
1,958,38000.0
1,959,38000.0
1,960,38000.0
1,961,38000.0
1,962,38000.0
1,963,38000.0
1,964,38000.0
1,965,38000.0
1,966,38000.0
1,967,38000.0
1,968,38000.0
1,969,38000.0
1,970,38000.0
1,971,38000.0
1,972,38000.0
1,973,38000.0
1,974,38000.0
1,975,38000.0
1,976,38000.0
1,977,38000.0
1,978,38000.0
1,979,38000.0
1,980,38000.0
1,981,38000.0
1,982,38000.0
1,983,38000.0
1,984,38000.0
1,985,38000.0
1,986,38000.0
1,987,38000.0
1,988,38000.0
1,989,38000.0
1,990,38000.0
1,991,38000.0
1,992,38000.0
1,993,38000.0
1,994,38000.0
1,995,38000.0
1,996,38000.0
1,997,38000.0
1,998,38000.0
1,999,38000.0
1,1000,38000.0
1,1001,38000.0
1,1002,38000.0
1,1003,38000.0
1,1004,38000.0
1,1005,38000.0
1,1006,38000.0
1,1007,38000.0
1,1008,38000.0
1,1009,38000.0
1,1010,38000.0
1,1011,38000.0
1,1012,38000.0
1,1013,38000.0
1,1014,38000.0
1,1015,38000.0
1,1016,38000.0
1,1017,38000.0
1,1018,38000.0
1,1019,38000.0
1,1020,38000.0
1,1021,38000.0
1,1022,38000.0
1,1023,38000.0
1,1024,38000.0
1,1025,38000.0
1,1026,38000.0
1,1027,38000.0
1,1028,38000.0
1,1029,38000.0
1,1030,38000.0
1,1031,38000.0
1,1032,38000.0
1,1033,38000.0
1,1034,38000.0
1,1035,38000.0
1,1036,38000.0
1,1037,38000.0
1,1038,38000.0
1,1039,38000.0
1,1040,38000.0
1,1041,38000.0
1,1042,38000.0
1,1043,38000.0
1,1044,38000.0
1,1045,38000.0
1,1046,38000.0
1,1047,38000.0
1,1048,38000.0
1,1049,38000.0
1,1050,38000.0
1,1051,38000.0
1,1052,38000.0
1,1053,38000.0
1,1054,38000.0
1,1055,38000.0
1,1056,38000.0
1,1057,38000.0
1,1058,38000.0
1,1059,38000.0
1,1060,38000.0
1,1061,38000.0
1,1062,38000.0
1,1063,38000.0
1,1064,38000.0
1,1065,38000.0
1,1066,38000.0
1,1067,38000.0
1,1068,38000.0
1,1069,38000.0
1,1070,38000.0
1,1071,38000.0
1,1072,38000.0
1,1073,38000.0
1,1074,38000.0
1,1075,38000.0
1,1076,38000.0
1,1077,38000.0
1,1078,38000.0
1,1079,38000.0
1,1080,38000.0
1,1081,38000.0
1,1082,38000.0
1,1083,38000.0
1,1084,38000.0
1,1085,38000.0
1,1086,38000.0
1,1087,38000.0
1,1088,38000.0
1,1089,38000.0
1,1090,38000.0
1,1091,38000.0
1,1092,38000.0
1,1093,38000.0
1,1094,38000.0
1,1095,38000.0
1,1096,38000.0
1,1097,38000.0
1,1098,38000.0
1,1099,38000.0
1,1100,38000.0
1,1101,38000.0
1,1102,38000.0
1,1103,38000.0
1,1104,38000.0
1,1105,38000.0
1,1106,38000.0
1,1107,38000.0
1,1108,38000.0
1,1109,38000.0
1,1110,38000.0
1,1111,38000.0
1,1112,38000.0
1,1113,38000.0
1,1114,38000.0
1,1115,38000.0
1,1116,38000.0
1,1117,38000.0
1,1118,38000.0
1,1119,38000.0
1,1120,38000.0
1,1121,38000.0
1,1122,38000.0
1,1123,38000.0
1,1124,38000.0
1,1125,38000.0
1,1126,38000.0
1,1127,38000.0
1,1128,38000.0
1,1129,38000.0
1,1130,38000.0
1,1131,38000.0
1,1132,38000.0
1,1133,38000.0
1,1134,38000.0
1,1135,38000.0
1,1136,38000.0
1,1137,38000.0
1,1138,38000.0
1,1139,38000.0
1,1140,38000.0
1,1141,38000.0
1,1142,38000.0
1,1143,38000.0
1,1144,38000.0
1,1145,38000.0
1,1146,38000.0
1,1147,38000.0
1,1148,38000.0
1,1149,38000.0
1,1150,38000.0
1,1151,38000.0
1,1152,38000.0
1,1153,38000.0
1,1154,38000.0
1,1155,38000.0
1,1156,38000.0
1,1157,38000.0
1,1158,38000.0
1,1159,38000.0
1,1160,38000.0
1,1161,38000.0
1,1162,38000.0
1,1163,38000.0
1,1164,38000.0
1,1165,38000.0
1,1166,38000.0
1,1167,38000.0
1,1168,38000.0
1,1169,38000.0
1,1170,38000.0
1,1171,38000.0
1,1172,38000.0
1,1173,38000.0
1,1174,38000.0
1,1175,38000.0
1,1176,38000.0
1,1177,38000.0
1,1178,38000.0
1,1179,38000.0
1,1180,38000.0
1,1181,38000.0
1,1182,38000.0
1,1183,38000.0
1,1184,38000.0
1,1185,38000.0
1,1186,38000.0
1,1187,38000.0
1,1188,38000.0
1,1189,38000.0
1,1190,38000.0
1,1191,38000.0
1,1192,38000.0
1,1193,38000.0
1,1194,38000.0
1,1195,38000.0
1,1196,38000.0
1,1197,38000.0
1,1198,38000.0
1,1199,38000.0
1,1200,38000.0
1,1201,38000.0
1,1202,38000.0
1,1203,38000.0
1,1204,38000.0
1,1205,38000.0
1,1206,38000.0
1,1207,38000.0
1,1208,38000.0
1,1209,38000.0
1,1210,38000.0
1,1211,38000.0
1,1212,38000.0
1,1213,38000.0
1,1214,38000.0
1,1215,38000.0
1,1216,38000.0
1,1217,38000.0
1,1218,38000.0
1,1219,38000.0
1,1220,38000.0
1,1221,38000.0
1,1222,38000.0
1,1223,38000.0
1,1224,38000.0
1,1225,38000.0
1,1226,38000.0
1,1227,38000.0
1,1228,38000.0
1,1229,38000.0
1,1230,38000.0
1,1231,38000.0
1,1232,38000.0
1,1233,38000.0
1,1234,38000.0
1,1235,38000.0
1,1236,38000.0
1,1237,38000.0
1,1238,38000.0
1,1239,38000.0
1,1240,38000.0
1,1241,38000.0
1,1242,38000.0
1,1243,38000.0
1,1244,38000.0
1,1245,38000.0
1,1246,38000.0
1,1247,38000.0
1,1248,38000.0
1,1249,38000.0
1,1250,38000.0
1,1251,38000.0
1,1252,38000.0
1,1253,38000.0
1,1254,38000.0
1,1255,38000.0
1,1256,38000.0
1,1257,38000.0
1,1258,38000.0
1,1259,38000.0
1,1260,38000.0
1,1261,38000.0
1,1262,38000.0
1,1263,38000.0
1,1264,38000.0
1,1265,38000.0
1,1266,38000.0
1,1267,38000.0
1,1268,38000.0
1,1269,38000.0
1,1270,38000.0
1,1271,38000.0
1,1272,38000.0
1,1273,38000.0
1,1274,38000.0
1,1275,38000.0
1,1276,38000.0
1,1277,38000.0
1,1278,38000.0
1,1279,38000.0
1,1280,38000.0
1,1281,38000.0
1,1282,38000.0
1,1283,38000.0
1,1284,38000.0
1,1285,38000.0
1,1286,38000.0
1,1287,38000.0
1,1288,38000.0
1,1289,38000.0
1,1290,38000.0
1,1291,38000.0
1,1292,38000.0
1,1293,38000.0
1,1294,38000.0
1,1295,38000.0
1,1296,38000.0
1,1297,38000.0
1,1298,38000.0
1,1299,38000.0
1,1300,38000.0
1,1301,38000.0
1,1302,38000.0
1,1303,38000.0
1,1304,38000.0
1,1305,38000.0
1,1306,38000.0
1,1307,38000.0
1,1308,38000.0
1,1309,38000.0
1,1310,38000.0
1,1311,38000.0
1,1312,38000.0
1,1313,38000.0
1,1314,38000.0
1,1315,38000.0
1,1316,38000.0
1,1317,38000.0
1,1318,38000.0
1,1319,38000.0
1,1320,38000.0
1,1321,38000.0
1,1322,38000.0
1,1323,38000.0
1,1324,38000.0
1,1325,38000.0
1,1326,38000.0
1,1327,38000.0
1,1328,38000.0
1,1329,38000.0
1,1330,38000.0
1,1331,38000.0
1,1332,38000.0
1,1333,38000.0
1,1334,38000.0
1,1335,38000.0
1,1336,38000.0
1,1337,38000.0
1,1338,38000.0
1,1339,38000.0
1,1340,38000.0
1,1341,38000.0
1,1342,38000.0
1,1343,38000.0
1,1344,38000.0
1,1345,38000.0
1,1346,38000.0
1,1347,38000.0
1,1348,38000.0
1,1349,38000.0
1,1350,38000.0
1,1351,38000.0
1,1352,38000.0
1,1353,38000.0
1,1354,38000.0
1,1355,38000.0
1,1356,38000.0
1,1357,38000.0
1,1358,38000.0
1,1359,38000.0
1,1360,38000.0
1,1361,38000.0
1,1362,38000.0
1,1363,38000.0
1,1364,38000.0
1,1365,38000.0
1,1366,38000.0
1,1367,38000.0
1,1368,38000.0
1,1369,38000.0
1,1370,38000.0
1,1371,38000.0
1,1372,38000.0
1,1373,38000.0
1,1374,38000.0
1,1375,38000.0
1,1376,38000.0
1,1377,38000.0
1,1378,38000.0
1,1379,38000.0
1,1380,38000.0
1,1381,38000.0
1,1382,38000.0
1,1383,38000.0
1,1384,38000.0
1,1385,38000.0
1,1386,38000.0
1,1387,38000.0
1,1388,38000.0
1,1389,38000.0
1,1390,38000.0
1,1391,38000.0
1,1392,38000.0
1,1393,38000.0
1,1394,38000.0
1,1395,38000.0
1,1396,38000.0
1,1397,38000.0
1,1398,38000.0
1,1399,38000.0
1,1400,38000.0
1,1401,38000.0
1,1402,38000.0
1,1403,38000.0
1,1404,38000.0
1,1405,38000.0
1,1406,38000.0
1,1407,38000.0
1,1408,38000.0
1,1409,38000.0
1,1410,38000.0
1,1411,38000.0
1,1412,38000.0
1,1413,38000.0
1,1414,38000.0
1,1415,38000.0
1,1416,38000.0
1,1417,38000.0
1,1418,38000.0
1,1419,38000.0
1,1420,38000.0
1,1421,38000.0
1,1422,38000.0
1,1423,38000.0
1,1424,38000.0
1,1425,38000.0
1,1426,38000.0
1,1427,38000.0
1,1428,38000.0
1,1429,38000.0
1,1430,38000.0
1,1431,38000.0
1,1432,38000.0
1,1433,38000.0
1,1434,38000.0
1,1435,38000.0
1,1436,38000.0
1,1437,38000.0
1,1438,38000.0
1,1439,38000.0
1,1440,38000.0
1,1441,38000.0
1,1442,38000.0
1,1443,38000.0
1,1444,38000.0
1,1445,38000.0
1,1446,38000.0
1,1447,38000.0
1,1448,38000.0
1,1449,38000.0
1,1450,38000.0
1,1451,38000.0
1,1452,38000.0
1,1453,38000.0
1,1454,38000.0
1,1455,38000.0
1,1456,38000.0
1,1457,38000.0
1,1458,38000.0
1,1459,38000.0
1,1460,38000.0
1,1461,38000.0
1,1462,38000.0
1,1463,38000.0
1,1464,38000.0
1,1465,38000.0
1,1466,38000.0
1,1467,38000.0
1,1468,38000.0
1,1469,38000.0
1,1470,38000.0
1,1471,38000.0
1,1472,38000.0
1,1473,38000.0
1,1474,38000.0
1,1475,38000.0
1,1476,38000.0
1,1477,38000.0
1,1478,38000.0
1,1479,38000.0
1,1480,38000.0
1,1481,38000.0
1,1482,38000.0
1,1483,38000.0
1,1484,38000.0
1,1485,38000.0
1,1486,38000.0
1,1487,38000.0
1,1488,38000.0
1,1489,38000.0
1,1490,38000.0
1,1491,38000.0
1,1492,38000.0
1,1493,38000.0
1,1494,38000.0
1,1495,38000.0
1,1496,38000.0
1,1497,38000.0
